CustomerID,AgeGroup,City,State,Postal Code,Region,Occupation,Gender,MaritalStatus,MonthlyIncome
ATQCUS0412,25-34,Denver,Colorado,80219,West,Business Owners,Male,Married,166935
ATQCUS0922,35-45,Denver,Colorado,80219,West,Salaried IT Empl.,Male,Married,171140
ATQCUS1671,45+,Denver,Colorado,80219,West,Salaried Other,Male,Married,118163
ATQCUS2348,25-34,Denver,Colorado,80219,West,Government Empl.,Female,Married,136635
ATQCUS3888,21-24,Richmond,Kentucky,40475,South,Government Empl.,Female,Single,97830
ATQCUS3751,21-24,Richmond,Kentucky,40475,South,Salaried IT Empl.,Female,Single,123148
ATQCUS0268,25-34,Salem,Oregon,97301,West,Freelancers,Male,Married,93318
ATQCUS1670,45+,Salem,Oregon,97301,West,Salaried Other,Male,Married,104208
ATQCUS2892,35-45,Salem,Oregon,97301,West,Salaried IT Empl.,Female,Married,175783
ATQCUS3982,25-34,Salem,Oregon,97301,West,Salaried IT Empl.,Female,Single,150708
ATQCUS1050,35-45,Laredo,Texas,78041,Central,Freelancers,Male,Married,85603
ATQCUS2737,35-45,Laredo,Texas,78041,Central,Salaried IT Empl.,Female,Married,169665
ATQCUS3934,25-34,San Diego,California,92024,West,Freelancers,Female,Single,89333
ATQCUS3667,35-45,San Diego,California,92024,West,Salaried IT Empl.,Male,Single,165948
ATQCUS1122,35-45,San Diego,California,92024,West,Salaried Other,Male,Married,105205
ATQCUS1712,45+,San Diego,California,92024,West,Business Owners,Male,Married,194768
ATQCUS1337,35-45,Philadelphia,Pennsylvania,19134,East,Government Empl.,Male,Married,138658
ATQCUS3462,25-34,Philadelphia,Pennsylvania,19120,East,Salaried Other,Male,Single,98408
ATQCUS2960,35-45,Philadelphia,Pennsylvania,19120,East,Government Empl.,Female,Married,140665
ATQCUS2288,25-34,Philadelphia,Pennsylvania,19120,East,Salaried IT Empl.,Female,Married,150690
ATQCUS1271,35-45,Tampa,Florida,33614,South,Salaried Other,Male,Married,108475
ATQCUS1196,35-45,Tampa,Florida,33614,South,Freelancers,Male,Married,97800
ATQCUS0614,25-34,Tampa,Florida,33614,South,Salaried IT Empl.,Male,Married,145990
ATQCUS3581,25-34,Tampa,Florida,33614,South,Salaried IT Empl.,Male,Single,152985
ATQCUS3089,45+,Tampa,Florida,33614,South,Salaried IT Empl.,Female,Married,166343
ATQCUS0328,25-34,Philadelphia,Pennsylvania,19134,East,Salaried IT Empl.,Male,Married,152228
ATQCUS2873,35-45,Philadelphia,Pennsylvania,19134,East,Freelancers,Female,Married,85083
ATQCUS1548,35-45,Philadelphia,Pennsylvania,19134,East,Salaried IT Empl.,Male,Married,165765
ATQCUS1265,35-45,Dallas,Texas,75217,Central,Salaried Other,Male,Married,98178
ATQCUS3346,21-24,Dallas,Texas,75217,Central,Freelancers,Male,Single,69908
ATQCUS1784,45+,Philadelphia,Pennsylvania,19143,East,Business Owners,Male,Married,188475
ATQCUS0986,35-45,Philadelphia,Pennsylvania,19143,East,Salaried Other,Male,Married,105495
ATQCUS0414,25-34,Grove City,Ohio,43123,East,Business Owners,Male,Married,169995
ATQCUS3440,21-24,Grove City,Ohio,43123,East,Freelancers,Male,Single,66618
ATQCUS1132,35-45,New York City,New York,10011,East,Salaried Other,Male,Married,105045
ATQCUS1264,35-45,New York City,New York,10011,East,Salaried Other,Male,Married,105853
ATQCUS0608,25-34,New York City,New York,10011,East,Salaried IT Empl.,Male,Married,154268
ATQCUS2534,35-45,New York City,New York,10011,East,Salaried IT Empl.,Female,Married,162593
ATQCUS0538,25-34,New York City,New York,10011,East,Business Owners,Male,Married,168200
ATQCUS3676,35-45,Chicago,Illinois,60610,Central,Government Empl.,Male,Single,131708
ATQCUS0834,25-34,Dearborn,Michigan,48126,Central,Business Owners,Male,Married,173160
ATQCUS1654,45+,Dearborn,Michigan,48126,Central,Salaried IT Empl.,Male,Married,169423
ATQCUS0227,25-34,Dearborn,Michigan,48126,Central,Business Owners,Male,Married,167393
ATQCUS2386,25-34,Dearborn,Michigan,48126,Central,Salaried IT Empl.,Female,Married,154078
ATQCUS3964,25-34,New York City,New York,10009,East,Salaried IT Empl.,Female,Single,152523
ATQCUS3682,35-45,Seattle,Washington,98115,West,Salaried Other,Male,Single,101038
ATQCUS3261,21-24,San Francisco,California,94122,West,Salaried IT Empl.,Male,Single,122680
ATQCUS3511,25-34,San Francisco,California,94122,West,Salaried Other,Male,Single,98665
ATQCUS1775,45+,Aurora,Colorado,80013,West,Salaried Other,Male,Married,106973
ATQCUS0025,21-24,Aurora,Colorado,80013,West,Business Owners,Male,Married,131740
ATQCUS3831,21-24,Aurora,Colorado,80013,West,Freelancers,Female,Single,69623
ATQCUS2177,25-34,Miami,Florida,33180,South,Government Empl.,Female,Married,129243
ATQCUS1218,35-45,Miami,Florida,33180,South,Salaried IT Empl.,Male,Married,159803
ATQCUS2116,25-34,Warner Robins,Georgia,31088,South,Salaried Other,Female,Married,91620
ATQCUS1310,35-45,Aurora,Colorado,80013,West,Freelancers,Male,Married,88065
ATQCUS1423,35-45,Aurora,Colorado,80013,West,Salaried Other,Male,Married,109698
ATQCUS3243,21-24,Vallejo,California,94591,West,Government Empl.,Male,Single,98538
ATQCUS1126,35-45,Vallejo,California,94591,West,Salaried Other,Male,Married,96823
ATQCUS0488,25-34,Minneapolis,Minnesota,55407,Central,Salaried IT Empl.,Male,Married,148573
ATQCUS0003,21-24,Mission Viejo,California,92691,West,Salaried IT Empl.,Male,Married,122128
ATQCUS2631,35-45,Mission Viejo,California,92691,West,Government Empl.,Female,Married,134138
ATQCUS1521,35-45,Rochester Hills,Michigan,48307,Central,Salaried IT Empl.,Male,Married,160883
ATQCUS3904,21-24,Plainfield,New Jersey,7060,East,Salaried Other,Female,Single,75383
ATQCUS0399,25-34,Columbus,Indiana,47201,Central,Business Owners,Male,Married,167900
ATQCUS2281,25-34,Sierra Vista,Arizona,85635,West,Salaried IT Empl.,Female,Married,152620
ATQCUS2742,35-45,Sierra Vista,Arizona,85635,West,Salaried Other,Female,Married,109350
ATQCUS3201,21-24,Vancouver,Washington,98661,West,Business Owners,Male,Single,136755
ATQCUS0323,25-34,Vancouver,Washington,98661,West,Salaried IT Empl.,Male,Married,150275
ATQCUS1892,45+,Vancouver,Washington,98661,West,Freelancers,Male,Married,89253
ATQCUS3798,21-24,New York City,New York,10024,East,Freelancers,Female,Single,71363
ATQCUS3500,25-34,New York City,New York,10035,East,Salaried IT Empl.,Male,Single,165268
ATQCUS3324,21-24,New York City,New York,10035,East,Salaried Other,Male,Single,80560
ATQCUS2268,25-34,Columbus,Ohio,43229,East,Government Empl.,Female,Married,128018
ATQCUS1070,35-45,Columbus,Ohio,43229,East,Salaried IT Empl.,Male,Married,167560
ATQCUS3336,21-24,Columbus,Ohio,43229,East,Business Owners,Male,Single,126683
ATQCUS3167,21-24,Aurora,Illinois,60505,Central,Salaried IT Empl.,Male,Single,119848
ATQCUS2060,21-24,Aurora,Illinois,60505,Central,Salaried Other,Female,Married,77295
ATQCUS3525,25-34,Arlington,Texas,76017,Central,Business Owners,Male,Single,174800
ATQCUS0925,35-45,Arlington,Texas,76017,Central,Salaried IT Empl.,Male,Married,162793
ATQCUS1326,35-45,Arlington,Texas,76017,Central,Freelancers,Male,Married,94438
ATQCUS2384,25-34,Arlington,Texas,76017,Central,Salaried IT Empl.,Female,Married,160760
ATQCUS0685,25-34,New York City,New York,10011,East,Business Owners,Male,Married,179138
ATQCUS1925,45+,Louisville,Kentucky,40214,South,Salaried Other,Male,Married,112240
ATQCUS0112,21-24,Dallas,Texas,75081,Central,Salaried IT Empl.,Male,Married,116093
ATQCUS1961,45+,Dallas,Texas,75081,Central,Salaried IT Empl.,Male,Married,178280
ATQCUS0991,35-45,Dallas,Texas,75081,Central,Business Owners,Male,Married,183090
ATQCUS0335,25-34,Cleveland,Ohio,44105,East,Salaried IT Empl.,Male,Married,162545
ATQCUS0338,25-34,Chicago,Illinois,60653,Central,Salaried IT Empl.,Male,Married,161935
ATQCUS0136,25-34,Chicago,Illinois,60653,Central,Salaried IT Empl.,Male,Married,162413
ATQCUS0417,25-34,Chicago,Illinois,60653,Central,Freelancers,Male,Married,86553
ATQCUS2028,21-24,Quincy,Illinois,62301,Central,Salaried IT Empl.,Female,Married,118368
ATQCUS3394,21-24,Columbus,Indiana,47201,Central,Freelancers,Male,Single,65670
ATQCUS1019,35-45,Columbus,Indiana,47201,Central,Freelancers,Male,Married,91070
ATQCUS0428,25-34,Columbus,Indiana,47201,Central,Freelancers,Male,Married,87315
ATQCUS3406,21-24,Tyler,Texas,75701,Central,Salaried IT Empl.,Male,Single,123905
ATQCUS3819,21-24,Tyler,Texas,75701,Central,Salaried IT Empl.,Female,Single,123473
ATQCUS2636,35-45,Tyler,Texas,75701,Central,Salaried IT Empl.,Female,Married,154220
ATQCUS2403,25-34,Tyler,Texas,75701,Central,Salaried Other,Female,Married,98975
ATQCUS3927,25-34,New York City,New York,10024,East,Salaried Other,Female,Single,99308
ATQCUS0258,25-34,New York City,New York,10024,East,Freelancers,Male,Married,84358
ATQCUS3857,21-24,New York City,New York,10024,East,Business Owners,Female,Single,131503
ATQCUS1347,35-45,Burlington,North Carolina,27217,South,Salaried IT Empl.,Male,Married,176178
ATQCUS3248,21-24,Burlington,North Carolina,27217,South,Government Empl.,Male,Single,99165
ATQCUS0959,35-45,Jackson,Mississippi,39212,South,Salaried Other,Male,Married,110075
ATQCUS1955,45+,Jackson,Mississippi,39212,South,Salaried IT Empl.,Male,Married,177670
ATQCUS3422,21-24,Jackson,Mississippi,39212,South,Salaried IT Empl.,Male,Single,121188
ATQCUS0571,25-34,New York City,New York,10035,East,Freelancers,Male,Married,85020
ATQCUS2422,25-34,Waynesboro,Virginia,22980,South,Business Owners,Female,Married,172873
ATQCUS3037,45+,Waynesboro,Virginia,22980,South,Freelancers,Female,Married,93530
ATQCUS1344,35-45,Waynesboro,Virginia,22980,South,Salaried IT Empl.,Male,Married,163260
ATQCUS1134,35-45,Los Angeles,California,90036,West,Salaried Other,Male,Married,104783
ATQCUS1683,45+,Los Angeles,California,90036,West,Salaried Other,Male,Married,116978
ATQCUS3824,21-24,Chester,Pennsylvania,19013,East,Salaried Other,Female,Single,78908
ATQCUS3547,25-34,Chester,Pennsylvania,19013,East,Salaried Other,Male,Single,95773
ATQCUS0294,25-34,Chester,Pennsylvania,19013,East,Government Empl.,Male,Married,135858
ATQCUS3738,21-24,Chester,Pennsylvania,19013,East,Salaried IT Empl.,Female,Single,121075
ATQCUS3163,21-24,Chester,Pennsylvania,19013,East,Salaried IT Empl.,Male,Single,121985
ATQCUS3113,45+,Chester,Pennsylvania,19013,East,Government Empl.,Female,Married,139015
ATQCUS0823,25-34,Chester,Pennsylvania,19013,East,Business Owners,Male,Married,172843
ATQCUS2757,35-45,Cleveland,Ohio,44105,East,Business Owners,Female,Married,185773
ATQCUS1707,45+,Seattle,Washington,98103,West,Business Owners,Male,Married,191815
ATQCUS1608,35-45,Long Beach,California,90805,West,Freelancers,Male,Married,89875
ATQCUS0980,35-45,Cary,North Carolina,27511,South,Salaried Other,Male,Married,106810
ATQCUS1785,45+,Cary,North Carolina,27511,South,Business Owners,Male,Married,187900
ATQCUS1672,45+,Cary,North Carolina,27511,South,Salaried Other,Male,Married,111983
ATQCUS2154,25-34,New York City,New York,10035,East,Freelancers,Female,Married,89155
ATQCUS3707,35-45,New York City,New York,10035,East,Freelancers,Male,Single,94658
ATQCUS0888,25-34,New York City,New York,10035,East,Government Empl.,Male,Married,134988
ATQCUS0967,35-45,New York City,New York,10035,East,Salaried Other,Male,Married,104615
ATQCUS2461,25-34,Palm Coast,Florida,32137,South,Salaried IT Empl.,Female,Married,159683
ATQCUS0309,25-34,Mount Vernon,New York,10550,East,Government Empl.,Male,Married,136198
ATQCUS2595,35-45,Mount Vernon,New York,10550,East,Salaried Other,Female,Married,100063
ATQCUS1413,35-45,Mount Vernon,New York,10550,East,Salaried Other,Male,Married,105335
ATQCUS3614,25-34,Seattle,Washington,98105,West,Government Empl.,Male,Single,132633
ATQCUS0076,21-24,Dover,Delaware,19901,East,Business Owners,Male,Married,131863
ATQCUS2036,21-24,Newark,Ohio,43055,East,Salaried Other,Female,Married,70873
ATQCUS0801,25-34,Orem,Utah,84057,West,Salaried Other,Male,Married,102608
ATQCUS2015,21-24,Orem,Utah,84057,West,Salaried Other,Female,Married,77915
ATQCUS2805,35-45,Los Angeles,California,90045,West,Salaried IT Empl.,Female,Married,167868
ATQCUS1789,45+,Detroit,Michigan,48205,Central,Business Owners,Male,Married,207423
ATQCUS0229,25-34,Detroit,Michigan,48205,Central,Business Owners,Male,Married,180463
ATQCUS1633,35-45,Philadelphia,Pennsylvania,19140,East,Freelancers,Male,Married,85885
ATQCUS0702,25-34,Hialeah,Florida,33012,South,Business Owners,Male,Married,176595
ATQCUS3109,45+,Austin,Texas,78745,Central,Business Owners,Female,Married,208018
ATQCUS3024,45+,Austin,Texas,78745,Central,Salaried Other,Female,Married,104360
ATQCUS0704,25-34,Oceanside,New York,11572,East,Business Owners,Male,Married,175818
ATQCUS0899,35-45,Oceanside,New York,11572,East,Salaried IT Empl.,Male,Married,165180
ATQCUS1506,35-45,Oceanside,New York,11572,East,Freelancers,Male,Married,100280
ATQCUS3506,25-34,Oceanside,New York,11572,East,Salaried IT Empl.,Male,Single,147425
ATQCUS0678,25-34,Oceanside,New York,11572,East,Salaried Other,Male,Married,98488
ATQCUS0542,25-34,Seattle,Washington,98115,West,Freelancers,Male,Married,87985
ATQCUS2316,25-34,Seattle,Washington,98115,West,Business Owners,Female,Married,172798
ATQCUS1883,45+,Seattle,Washington,98115,West,Freelancers,Male,Married,97540
ATQCUS0548,25-34,Seattle,Washington,98115,West,Freelancers,Male,Married,86335
ATQCUS0243,25-34,Seattle,Washington,98115,West,Business Owners,Male,Married,172708
ATQCUS1505,35-45,Seattle,Washington,98115,West,Freelancers,Male,Married,86588
ATQCUS0343,25-34,San Francisco,California,94110,West,Salaried IT Empl.,Male,Married,161955
ATQCUS0072,21-24,Naperville,Illinois,60540,Central,Salaried Other,Male,Married,80398
ATQCUS2703,35-45,Naperville,Illinois,60540,Central,Freelancers,Female,Married,88485
ATQCUS2838,35-45,Naperville,Illinois,60540,Central,Salaried Other,Female,Married,99673
ATQCUS1517,35-45,Dallas,Texas,75220,Central,Government Empl.,Male,Married,132238
ATQCUS3152,21-24,Dallas,Texas,75220,Central,Salaried IT Empl.,Male,Single,125768
ATQCUS0934,35-45,Dallas,Texas,75220,Central,Salaried IT Empl.,Male,Married,161698
ATQCUS1056,35-45,Dallas,Texas,75220,Central,Government Empl.,Male,Married,132143
ATQCUS2099,25-34,San Diego,California,92105,West,Salaried IT Empl.,Female,Married,147550
ATQCUS2569,35-45,San Diego,California,92105,West,Salaried IT Empl.,Female,Married,163523
ATQCUS0826,25-34,Evanston,Illinois,60201,Central,Business Owners,Male,Married,176155
ATQCUS3590,25-34,Trenton,Michigan,48183,Central,Salaried Other,Male,Single,98460
ATQCUS3812,21-24,Trenton,Michigan,48183,Central,Salaried IT Empl.,Female,Single,126155
ATQCUS1443,35-45,Trenton,Michigan,48183,Central,Business Owners,Male,Married,180405
ATQCUS0521,25-34,Trenton,Michigan,48183,Central,Business Owners,Male,Married,171605
ATQCUS1504,35-45,San Francisco,California,94110,West,Freelancers,Male,Married,89908
ATQCUS2004,21-24,Los Angeles,California,90036,West,Salaried IT Empl.,Female,Married,120368
ATQCUS1581,35-45,Jacksonville,Florida,32216,South,Business Owners,Male,Married,178048
ATQCUS3849,21-24,Cottage Grove,Minnesota,55016,Central,Salaried IT Empl.,Female,Single,122798
ATQCUS1632,35-45,Cottage Grove,Minnesota,55016,Central,Freelancers,Male,Married,93400
ATQCUS3469,25-34,New York City,New York,10009,East,Salaried Other,Male,Single,95878
ATQCUS2407,25-34,Green Bay,Wisconsin,54302,Central,Salaried Other,Female,Married,103850
ATQCUS1755,45+,Los Angeles,California,90004,West,Salaried IT Empl.,Male,Married,184435
ATQCUS3624,25-34,Atlanta,Georgia,30318,South,Salaried IT Empl.,Male,Single,154350
ATQCUS0082,21-24,Columbus,Ohio,43229,East,Freelancers,Male,Married,63253
ATQCUS3042,45+,Bossier City,Louisiana,71111,South,Government Empl.,Female,Married,140800
ATQCUS3063,45+,Bossier City,Louisiana,71111,South,Salaried Other,Female,Married,102095
ATQCUS1172,35-45,Bossier City,Louisiana,71111,South,Freelancers,Male,Married,90608
ATQCUS3935,25-34,Bossier City,Louisiana,71111,South,Freelancers,Female,Single,92848
ATQCUS0275,25-34,Bossier City,Louisiana,71111,South,Freelancers,Male,Married,89908
ATQCUS0983,35-45,Saint Petersburg,Florida,33710,South,Salaried Other,Male,Married,99095
ATQCUS1580,35-45,Arlington,Virginia,22204,South,Salaried Other,Male,Married,101810
ATQCUS0948,35-45,Des Moines,Iowa,50315,Central,Salaried IT Empl.,Male,Married,169348
ATQCUS3896,21-24,Des Moines,Iowa,50315,Central,Salaried IT Empl.,Female,Single,126738
ATQCUS2624,35-45,Des Moines,Iowa,50315,Central,Freelancers,Female,Married,94818
ATQCUS3239,21-24,Des Moines,Iowa,50315,Central,Freelancers,Male,Single,70173
ATQCUS0008,21-24,Des Moines,Iowa,50315,Central,Salaried IT Empl.,Male,Married,117135
ATQCUS0364,25-34,Des Moines,Iowa,50315,Central,Salaried Other,Male,Married,94945
ATQCUS2747,35-45,Cincinnati,Ohio,45231,East,Salaried Other,Female,Married,102955
ATQCUS2732,35-45,San Francisco,California,94110,West,Salaried IT Empl.,Female,Married,170273
ATQCUS1437,35-45,San Francisco,California,94110,West,Salaried Other,Male,Married,113808
ATQCUS1564,35-45,San Francisco,California,94110,West,Salaried Other,Male,Married,102570
ATQCUS2064,21-24,San Francisco,California,94110,West,Business Owners,Female,Married,138263
ATQCUS2409,25-34,Columbus,Ohio,43229,East,Salaried Other,Female,Married,90783
ATQCUS0863,25-34,Columbus,Ohio,43229,East,Freelancers,Male,Married,85873
ATQCUS3271,21-24,Columbus,Ohio,43229,East,Salaried Other,Male,Single,69268
ATQCUS3919,25-34,Columbus,Ohio,43229,East,Salaried IT Empl.,Female,Single,157495
ATQCUS1503,35-45,Columbia,South Carolina,29203,South,Freelancers,Male,Married,87110
ATQCUS1798,45+,Lancaster,California,93534,West,Freelancers,Male,Married,100823
ATQCUS3196,21-24,Lancaster,California,93534,West,Salaried Other,Male,Single,76228
ATQCUS2891,35-45,Richmond,Virginia,23223,South,Salaried IT Empl.,Female,Married,176165
ATQCUS1882,45+,Richmond,Virginia,23223,South,Freelancers,Male,Married,97698
ATQCUS0369,25-34,Richmond,Virginia,23223,South,Salaried Other,Male,Married,100103
ATQCUS3177,21-24,Richmond,Virginia,23223,South,Salaried Other,Male,Single,76863
ATQCUS1222,35-45,Asheville,North Carolina,28806,South,Salaried IT Empl.,Male,Married,173725
ATQCUS0070,21-24,San Francisco,California,94110,West,Salaried Other,Male,Married,74863
ATQCUS3862,21-24,San Francisco,California,94110,West,Freelancers,Female,Single,68720
ATQCUS3840,21-24,Rochester,Minnesota,55901,Central,Salaried IT Empl.,Female,Single,121488
ATQCUS1393,35-45,Rochester,New York,14609,East,Salaried Other,Male,Married,99808
ATQCUS2300,25-34,Rochester,New York,14609,East,Salaried Other,Female,Married,102198
ATQCUS1037,35-45,Rochester,New York,14609,East,Freelancers,Male,Married,89988
ATQCUS3588,25-34,Lake Elsinore,California,92530,West,Salaried Other,Male,Single,94928
ATQCUS1721,45+,San Diego,California,92105,West,Freelancers,Male,Married,97895
ATQCUS1466,35-45,San Diego,California,92105,West,Freelancers,Male,Married,91100
ATQCUS3253,21-24,New York City,New York,10024,East,Salaried IT Empl.,Male,Single,115900
ATQCUS3648,35-45,Monroe,Louisiana,71203,South,Salaried IT Empl.,Male,Single,161758
ATQCUS2927,35-45,San Francisco,California,94122,West,Salaried Other,Female,Married,102045
ATQCUS2387,25-34,Denver,Colorado,80219,West,Salaried IT Empl.,Female,Married,162140
ATQCUS1073,35-45,Denver,Colorado,80219,West,Salaried IT Empl.,Male,Married,170595
ATQCUS0669,25-34,Omaha,Nebraska,68104,Central,Salaried Other,Male,Married,97275
ATQCUS2009,21-24,Omaha,Nebraska,68104,Central,Salaried IT Empl.,Female,Married,115755
ATQCUS3241,21-24,Edmonds,Washington,98026,West,Government Empl.,Male,Single,105700
ATQCUS2375,25-34,Edmonds,Washington,98026,West,Salaried IT Empl.,Female,Married,161593
ATQCUS0926,35-45,Edmonds,Washington,98026,West,Salaried IT Empl.,Male,Married,154245
ATQCUS1583,35-45,Edmonds,Washington,98026,West,Business Owners,Male,Married,167138
ATQCUS0504,25-34,Santa Ana,California,92704,West,Salaried Other,Male,Married,104408
ATQCUS3953,25-34,Santa Ana,California,92704,West,Salaried Other,Female,Single,97905
ATQCUS1118,35-45,Milwaukee,Wisconsin,53209,Central,Salaried Other,Male,Married,110975
ATQCUS1098,35-45,Philadelphia,Pennsylvania,19140,East,Salaried IT Empl.,Male,Married,173055
ATQCUS3377,21-24,Philadelphia,Pennsylvania,19140,East,Salaried Other,Male,Single,72055
ATQCUS0487,25-34,Philadelphia,Pennsylvania,19140,East,Salaried IT Empl.,Male,Married,162440
ATQCUS1103,35-45,Philadelphia,Pennsylvania,19140,East,Salaried IT Empl.,Male,Married,156178
ATQCUS1859,45+,Philadelphia,Pennsylvania,19140,East,Business Owners,Male,Married,208145
ATQCUS0129,25-34,Philadelphia,Pennsylvania,19140,East,Salaried IT Empl.,Male,Married,156498
ATQCUS1124,35-45,Belleville,New Jersey,7109,East,Salaried Other,Male,Married,97280
ATQCUS0314,25-34,Belleville,New Jersey,7109,East,Government Empl.,Male,Married,126458
ATQCUS3141,21-24,San Francisco,California,94110,West,Salaried IT Empl.,Male,Single,124733
ATQCUS0749,25-34,San Francisco,California,94110,West,Government Empl.,Male,Married,134398
ATQCUS0398,25-34,Lakeville,Minnesota,55044,Central,Business Owners,Male,Married,172008
ATQCUS0388,25-34,Lakeville,Minnesota,55044,Central,Salaried Other,Male,Married,96425
ATQCUS0941,35-45,Lakeville,Minnesota,55044,Central,Salaried IT Empl.,Male,Married,168495
ATQCUS0673,25-34,Florence,Kentucky,41042,South,Salaried Other,Male,Married,97180
ATQCUS0069,21-24,Florence,Kentucky,41042,South,Salaried IT Empl.,Male,Married,116890
ATQCUS0100,21-24,Florence,Kentucky,41042,South,Business Owners,Male,Married,143385
ATQCUS1309,35-45,Florence,Kentucky,41042,South,Freelancers,Male,Married,90153
ATQCUS3166,21-24,Tampa,Florida,33614,South,Salaried IT Empl.,Male,Single,114033
ATQCUS1067,35-45,Tampa,Florida,33614,South,Salaried IT Empl.,Male,Married,168303
ATQCUS0183,25-34,Tampa,Florida,33614,South,Salaried Other,Male,Married,97138
ATQCUS1493,35-45,Tyler,Texas,75701,Central,Freelancers,Male,Married,93025
ATQCUS2338,25-34,Columbia,Tennessee,38401,South,Government Empl.,Female,Married,129730
ATQCUS0599,25-34,Fort Worth,Texas,76106,Central,Salaried IT Empl.,Male,Married,149878
ATQCUS3923,25-34,New York City,New York,10035,East,Salaried Other,Female,Single,97708
ATQCUS3269,21-24,New York City,New York,10035,East,Salaried Other,Male,Single,73620
ATQCUS2978,45+,New York City,New York,10035,East,Salaried Other,Female,Married,110438
ATQCUS0225,25-34,Los Angeles,California,90036,West,Business Owners,Male,Married,173680
ATQCUS2807,35-45,Los Angeles,California,90036,West,Salaried IT Empl.,Female,Married,174408
ATQCUS1426,35-45,Los Angeles,California,90036,West,Salaried Other,Male,Married,101238
ATQCUS3599,25-34,Los Angeles,California,90036,West,Business Owners,Male,Single,184643
ATQCUS0281,25-34,Louisville,Kentucky,40214,South,Freelancers,Male,Married,87153
ATQCUS0818,25-34,Louisville,Kentucky,40214,South,Salaried Other,Male,Married,102938
ATQCUS3363,21-24,Lorain,Ohio,44052,East,Salaried IT Empl.,Male,Single,120180
ATQCUS0021,21-24,Linden,New Jersey,7036,East,Salaried Other,Male,Married,70830
ATQCUS1800,45+,Salinas,California,93905,West,Freelancers,Male,Married,103068
ATQCUS2456,25-34,Salinas,California,93905,West,Government Empl.,Female,Married,131083
ATQCUS3752,21-24,Jackson,Mississippi,39212,South,Salaried IT Empl.,Female,Single,113783
ATQCUS0930,35-45,New York City,New York,10035,East,Salaried IT Empl.,Male,Married,164665
ATQCUS0605,25-34,New York City,New York,10035,East,Salaried IT Empl.,Male,Married,159930
ATQCUS3873,21-24,New York City,New York,10035,East,Salaried IT Empl.,Female,Single,119305
ATQCUS3015,45+,New York City,New York,10035,East,Salaried IT Empl.,Female,Married,162410
ATQCUS2404,25-34,New York City,New York,10035,East,Salaried Other,Female,Married,104735
ATQCUS2163,25-34,New Brunswick,New Jersey,8901,East,Freelancers,Female,Married,87108
ATQCUS1652,45+,New Brunswick,New Jersey,8901,East,Salaried IT Empl.,Male,Married,173093
ATQCUS2050,21-24,San Francisco,California,94122,West,Salaried Other,Female,Married,73208
ATQCUS2014,21-24,San Francisco,California,94122,West,Salaried Other,Female,Married,79673
ATQCUS1279,35-45,Jacksonville,Florida,32216,South,Business Owners,Male,Married,187248
ATQCUS3189,21-24,Jacksonville,Florida,32216,South,Salaried Other,Male,Single,75530
ATQCUS0897,35-45,Jacksonville,Florida,32216,South,Salaried IT Empl.,Male,Married,167960
ATQCUS1876,45+,Springfield,Virginia,22153,South,Freelancers,Male,Married,101210
ATQCUS3249,21-24,Springfield,Virginia,22153,South,Salaried IT Empl.,Male,Single,116133
ATQCUS0969,35-45,Philadelphia,Pennsylvania,19140,East,Salaried Other,Male,Married,108160
ATQCUS2999,45+,Lancaster,Pennsylvania,17602,East,Business Owners,Female,Married,189968
ATQCUS2592,35-45,Philadelphia,Pennsylvania,19143,East,Salaried Other,Female,Married,97800
ATQCUS1113,35-45,Philadelphia,Pennsylvania,19143,East,Salaried Other,Male,Married,100748
ATQCUS2962,45+,Concord,New Hampshire,3301,East,Salaried IT Empl.,Female,Married,174593
ATQCUS1810,45+,New York City,New York,10009,East,Government Empl.,Male,Married,144655
ATQCUS0018,21-24,New York City,New York,10009,East,Salaried Other,Male,Married,74828
ATQCUS2458,25-34,Charlotte,North Carolina,28205,South,Salaried IT Empl.,Female,Married,146470
ATQCUS2587,35-45,Concord,New Hampshire,3301,East,Salaried Other,Female,Married,98220
ATQCUS1334,35-45,Concord,New Hampshire,3301,East,Government Empl.,Male,Married,141938
ATQCUS1022,35-45,Concord,New Hampshire,3301,East,Freelancers,Male,Married,92768
ATQCUS1066,35-45,Philadelphia,Pennsylvania,19120,East,Salaried IT Empl.,Male,Married,173785
ATQCUS1064,35-45,New York City,New York,10024,East,Government Empl.,Male,Married,135025
ATQCUS2889,35-45,New York City,New York,10024,East,Salaried IT Empl.,Female,Married,167843
ATQCUS3876,21-24,Springfield,Virginia,22153,South,Salaried Other,Female,Single,79028
ATQCUS1687,45+,San Francisco,California,94109,West,Business Owners,Male,Married,186260
ATQCUS1981,45+,Detroit,Michigan,48227,Central,Business Owners,Male,Married,203820
ATQCUS3572,25-34,Rochester,New York,14609,East,Government Empl.,Male,Single,135193
ATQCUS0246,25-34,Los Angeles,California,90045,West,Business Owners,Male,Married,170783
ATQCUS2756,35-45,San Diego,California,92105,West,Business Owners,Female,Married,183503
ATQCUS3123,45+,Columbia,Maryland,21044,East,Salaried IT Empl.,Female,Married,181185
ATQCUS2227,25-34,San Francisco,California,94122,West,Salaried Other,Female,Married,95675
ATQCUS3115,45+,New Rochelle,New York,10801,East,Salaried IT Empl.,Female,Married,169928
ATQCUS2208,25-34,New Rochelle,New York,10801,East,Salaried IT Empl.,Female,Married,158308
ATQCUS1593,35-45,Detroit,Michigan,48227,Central,Business Owners,Male,Married,189563
