project_id,project_name,start_date,end_date,project_manager,team_members,status,budget,expenditure,client
P0029,IoT Automation,8/15/2022 0:00,7/19/2022 0:00,Alice,"Bob, David",Completed,360590,443820,Client E
P0031,Cloud Migration,8/3/2024 0:00,12/16/2023 0:00,Bob,Bob,Active,100283,434541,Client E
P0040,Data Warehouse,10/29/2023 0:00,3/2/2023 0:00,Bob,"Frank, David, Alice",Completed,543721,570678,Client B
P0041,Data Warehouse,10/27/2023 0:00,10/10/2023 0:00,Frank,"David, Bob",Cancelled,490931,864075,Client E
P0044,Data Warehouse,12/30/2022 0:00,8/16/2023 0:00,Frank,"Eve, David",Completed,136692,250022,Client C
P0046,AI Software,5/22/2024 0:00,11/1/2023 0:00,Alice,Charlie,Active,579123,615852,Client E
P0047,Cloud Migration,2/22/2024 0:00,12/24/2022 0:00,Frank,Frank,Active,939444,371855,Client C
P0048,AI Software,7/7/2024 0:00,10/27/2023 0:00,Alice,Alice,Completed,226169,186664,Client D
P0056,App Development,9/4/2022 0:00,11/16/2023 0:00,Alice,"Frank, Charlie, Alice",Active,386402,568895,Client A
P0060,App Development,8/21/2022 0:00,8/7/2024 0:00,Alice,"Bob, Frank, Alice",Cancelled,516849,502168,Client D
P0064,Data Warehouse,9/9/2022 0:00,8/6/2024 0:00,Eve,"Eve, Charlie, Bob",Cancelled,113913,606843,Client E
P0068,AI Software,7/19/2023 0:00,10/22/2023 0:00,Eve,Bob,Cancelled,602447,767696,Client C
P0072,Data Warehouse,3/22/2023 0:00,5/8/2022 0:00,Eve,"Alice, Bob",Cancelled,569750,180751,Client E
P0077,Data Warehouse,5/20/2022 0:00,7/4/2023 0:00,Frank,Frank,Active,342767,493745,Client E
P0080,Data Warehouse,5/19/2024 0:00,1/18/2024 0:00,Eve,Alice,Cancelled,727099,759957,Client D
P0083,Data Warehouse,6/28/2023 0:00,2/18/2023 0:00,Alice,"Alice, Frank, Bob",Active,489307,308051,Client E
P0091,App Development,10/26/2023 0:00,8/7/2022 0:00,Charlie,David,Completed,808534,90611,Client A
P0092,IoT Automation,5/20/2023 0:00,1/23/2023 0:00,Alice,"Frank, Charlie, David",Completed,477832,895253,Client A
P0093,Blockchain Integration,8/6/2024 0:00,7/3/2024 0:00,Charlie,"Charlie, David",Cancelled,190644,881027,Client A
P0096,Blockchain Integration,7/16/2023 0:00,5/22/2024 0:00,Alice,"Frank, Alice",Active,572665,144351,Client C
P0098,Cloud Migration,8/23/2024 0:00,10/29/2022 0:00,Frank,"Frank, Eve",Active,144832,620816,Client A
P0101,IoT Automation,1/1/2024 0:00,10/31/2023 0:00,Frank,"Alice, Bob",Completed,972428,434034,Client C
P0107,AI Software,1/30/2023 0:00,10/23/2024 0:00,David,David,Cancelled,217314,478434,Client A
P0110,Data Warehouse,9/23/2023 0:00,1/26/2024 0:00,Eve,"Bob, Charlie",Active,104236,398273,Client C
P0114,Blockchain Integration,8/2/2022 0:00,2/10/2023 0:00,David,"Eve, Frank",Active,451167,338932,Client D
P0115,App Development,9/25/2022 0:00,3/6/2024 0:00,Eve,Eve,Completed,441298,259185,Client C
P0120,Cloud Migration,7/14/2022 0:00,5/22/2023 0:00,Eve,Eve,Completed,527817,603776,Client B
P0122,IoT Automation,12/23/2022 0:00,9/18/2023 0:00,Eve,"Eve, Frank, David",Cancelled,775180,500347,Client A
P0125,Data Warehouse,2/9/2023 0:00,5/20/2023 0:00,Alice,"David, Eve, Charlie",Completed,100625,55732,Client E
P0126,Blockchain Integration,6/21/2023 0:00,4/28/2022 0:00,Bob,"Charlie, Alice",Completed,629018,753647,Client E
P0129,App Development,8/18/2024 0:00,6/2/2024 0:00,Charlie,"Frank, Eve",Cancelled,421447,899206,Client B
P0131,Data Warehouse,7/7/2024 0:00,1/29/2023 0:00,David,"David, Alice",Completed,319408,508725,Client D
P0132,IoT Automation,7/13/2022 0:00,10/7/2023 0:00,Frank,"David, Charlie",Active,201279,508027,Client B
P0139,Blockchain Integration,12/29/2022 0:00,4/7/2024 0:00,Frank,"Eve, Frank",Cancelled,224731,484953,Client B
P0146,IoT Automation,5/3/2023 0:00,3/11/2022 0:00,Charlie,Eve,Cancelled,722158,314573,Client C
P0154,App Development,9/20/2023 0:00,8/14/2023 0:00,David,"Charlie, David, Frank",Active,750360,332650,Client E
P0162,AI Software,1/13/2023 0:00,5/4/2023 0:00,Eve,Frank,Active,198572,571043,Client E
P0165,Data Warehouse,8/14/2024 0:00,8/26/2022 0:00,Bob,Alice,Cancelled,136010,719915,Client A
P0166,IoT Automation,11/18/2023 0:00,5/15/2024 0:00,David,Bob,Cancelled,679470,118281,Client D
P0171,Blockchain Integration,1/4/2024 0:00,9/7/2023 0:00,Charlie,Frank,Active,918764,480846,Client C
P0175,IoT Automation,12/18/2022 0:00,4/8/2023 0:00,Eve,"Frank, Alice, David",Active,692497,648755,Client E
P0179,App Development,5/20/2024 0:00,2/25/2024 0:00,Bob,"Charlie, Eve",Cancelled,614954,772347,Client D
P0180,AI Software,11/14/2023 0:00,7/7/2023 0:00,Eve,"Frank, Bob, David",Completed,573668,752264,Client B
P0183,IoT Automation,12/11/2022 0:00,3/29/2023 0:00,Bob,"Alice, David, Charlie",Completed,547460,517736,Client A
P0185,App Development,3/27/2022 0:00,8/9/2023 0:00,Charlie,"Frank, Bob",Completed,180552,326943,Client B
P0186,Blockchain Integration,10/28/2023 0:00,8/9/2022 0:00,Frank,Charlie,Cancelled,609867,501712,Client B
P0187,Blockchain Integration,12/8/2023 0:00,8/23/2022 0:00,Frank,Frank,Completed,506117,742398,Client D
P0188,Data Warehouse,12/19/2022 0:00,3/1/2023 0:00,Eve,"Alice, Frank, Bob",Active,945993,274754,Client D
P0198,Data Warehouse,3/28/2023 0:00,1/29/2023 0:00,Eve,Bob,Completed,559378,888007,Client C
P0200,Blockchain Integration,1/1/2023 0:00,7/7/2023 0:00,Alice,"Frank, Charlie, David",Cancelled,121535,785908,Client E
P0202,Blockchain Integration,11/19/2023 0:00,8/16/2023 0:00,Charlie,"David, Bob, Alice",Active,669884,578961,Client B
P0205,AI Software,12/4/2022 0:00,5/4/2024 0:00,Alice,"Bob, Eve, David",Active,836150,137556,Client C
P0209,App Development,9/25/2022 0:00,11/23/2022 0:00,Charlie,Charlie,Cancelled,520821,743618,Client C
P0210,Blockchain Integration,11/19/2022 0:00,7/8/2023 0:00,David,"David, Eve",Active,355047,124039,Client A
P0212,IoT Automation,4/30/2023 0:00,8/28/2022 0:00,Frank,Frank,Completed,269864,368886,Client A
P0215,Blockchain Integration,12/4/2022 0:00,1/29/2024 0:00,Bob,Eve,Cancelled,672437,423346,Client D
P0217,App Development,5/19/2023 0:00,10/21/2022 0:00,Alice,"Alice, Bob",Active,928373,648828,Client E
P0218,App Development,10/16/2023 0:00,7/1/2023 0:00,Bob,Charlie,Cancelled,710397,581468,Client A
P0219,Cloud Migration,10/2/2024 0:00,7/27/2024 0:00,Bob,"David, Bob",Active,686852,62094,Client D
P0225,IoT Automation,2/23/2022 0:00,9/11/2023 0:00,David,"David, Alice, Eve",Cancelled,218229,448720,Client A
P0227,Cloud Migration,6/11/2023 0:00,10/12/2022 0:00,Bob,"David, Frank, Charlie",Cancelled,109287,145948,Client C
P0230,Data Warehouse,6/2/2024 0:00,6/21/2022 0:00,Bob,"Charlie, Eve",Cancelled,940145,573957,Client C
P0238,Data Warehouse,8/23/2022 0:00,9/8/2022 0:00,Eve,"Bob, Charlie",Cancelled,897460,550313,Client B
P0242,Blockchain Integration,4/30/2022 0:00,5/31/2024 0:00,Frank,"Eve, Charlie",Active,533595,878868,Client D
P0244,Blockchain Integration,9/12/2024 0:00,4/13/2023 0:00,Bob,Bob,Cancelled,968195,167957,Client C
P0251,AI Software,2/17/2023 0:00,7/13/2024 0:00,Bob,"Bob, Alice, Charlie",Active,335637,445718,Client E
P0258,IoT Automation,8/23/2022 0:00,11/1/2023 0:00,Frank,"Alice, Charlie",Completed,178701,786111,Client A
P0262,Blockchain Integration,5/4/2024 0:00,2/9/2024 0:00,Alice,"David, Frank, Charlie",Cancelled,252634,500162,Client E
P0270,Blockchain Integration,2/20/2024 0:00,11/19/2023 0:00,Bob,David,Cancelled,504848,304969,Client D
P0271,AI Software,7/24/2023 0:00,8/28/2022 0:00,David,"Frank, Bob",Completed,980287,476383,Client A
P0272,AI Software,2/3/2023 0:00,4/10/2024 0:00,David,"David, Charlie",Completed,829022,623268,Client A
P0273,IoT Automation,1/3/2024 0:00,7/29/2022 0:00,Alice,"Bob, Charlie, Alice",Completed,815321,576943,Client B
P0288,Data Warehouse,10/10/2023 0:00,5/31/2022 0:00,Alice,Alice,Cancelled,726797,843445,Client B
P0294,Cloud Migration,8/25/2022 0:00,9/27/2024 0:00,Bob,Bob,Cancelled,847237,548189,Client C
P0295,Blockchain Integration,1/6/2024 0:00,1/12/2024 0:00,Eve,"Eve, Charlie, Alice",Active,436742,50445,Client E
P0296,Cloud Migration,8/16/2022 0:00,10/8/2022 0:00,Eve,Alice,Cancelled,585166,310702,Client D
P0302,Cloud Migration,7/7/2022 0:00,12/24/2022 0:00,Eve,Alice,Completed,778929,341941,Client A
P0303,App Development,3/30/2024 0:00,11/11/2024 0:00,Frank,"Bob, Alice, Frank",Completed,493214,569665,Client D
P0310,Blockchain Integration,1/3/2023 0:00,8/6/2024 0:00,Charlie,"David, Alice, Charlie",Cancelled,512175,116248,Client D
P0312,Cloud Migration,5/9/2022 0:00,10/25/2023 0:00,Bob,"David, Frank, Eve",Completed,367188,833833,Client A
P0314,Cloud Migration,4/2/2023 0:00,2/2/2023 0:00,Charlie,Charlie,Cancelled,677392,784207,Client E
P0321,Cloud Migration,6/15/2024 0:00,2/28/2023 0:00,Frank,Frank,Cancelled,225246,334686,Client C
P0325,Cloud Migration,5/9/2024 0:00,3/27/2023 0:00,Eve,"Frank, David",Cancelled,390828,392305,Client A
P0326,IoT Automation,1/15/2024 0:00,11/26/2023 0:00,Alice,"Frank, Charlie, David",Completed,661221,463683,Client D
P0329,IoT Automation,5/14/2023 0:00,8/25/2024 0:00,Frank,Frank,Active,543824,697397,Client B
P0330,IoT Automation,5/23/2024 0:00,3/15/2023 0:00,Eve,Eve,Active,792371,311070,Client E
P0331,Cloud Migration,6/23/2022 0:00,3/8/2023 0:00,Charlie,"Charlie, Bob",Active,110334,660029,Client D
P0335,Blockchain Integration,4/2/2022 0:00,6/8/2023 0:00,David,"Bob, Alice, Frank",Cancelled,732984,772142,Client B
P0338,IoT Automation,7/17/2023 0:00,9/9/2022 0:00,David,David,Cancelled,259072,378786,Client B
P0340,AI Software,10/29/2023 0:00,10/21/2023 0:00,Frank,Frank,Active,899383,693508,Client E
P0347,App Development,10/4/2023 0:00,4/17/2023 0:00,Frank,"Charlie, Frank",Active,230614,123802,Client A
P0349,Blockchain Integration,9/21/2023 0:00,9/30/2022 0:00,Bob,"Charlie, Bob",Completed,331707,114872,Client E
P0354,AI Software,11/29/2023 0:00,3/24/2022 0:00,Alice,Alice,Completed,556333,793814,Client A
P0364,App Development,9/11/2024 0:00,2/26/2022 0:00,Eve,"David, Bob, Charlie",Cancelled,615395,99239,Client E
P0367,AI Software,6/24/2022 0:00,7/19/2022 0:00,David,"Charlie, Bob, Alice",Completed,745543,873674,Client B
P0371,App Development,5/31/2024 0:00,3/20/2024 0:00,Bob,"Charlie, Bob, Frank",Completed,832880,506973,Client E
P0375,Blockchain Integration,7/19/2023 0:00,9/24/2024 0:00,Bob,"Alice, David, Charlie",Cancelled,360849,514619,Client C
P0376,IoT Automation,1/29/2023 0:00,10/22/2022 0:00,Bob,"Eve, Frank, Bob",Cancelled,342111,80601,Client B
P0377,IoT Automation,10/15/2024 0:00,5/24/2024 0:00,Bob,"Frank, Eve",Active,592529,870528,Client C
P0387,Data Warehouse,10/7/2022 0:00,7/22/2024 0:00,Frank,"David, Frank",Active,465145,489074,Client C
P0388,AI Software,2/5/2023 0:00,10/20/2024 0:00,Bob,"Bob, Frank",Active,484402,353238,Client D
P0390,Cloud Migration,8/14/2023 0:00,9/15/2024 0:00,Bob,"Eve, Frank, Alice",Active,276728,400226,Client E
P0391,App Development,6/29/2024 0:00,2/25/2022 0:00,Bob,"David, Alice",Completed,713935,413880,Client C
P0394,AI Software,2/20/2024 0:00,6/27/2023 0:00,Charlie,Charlie,Completed,499973,496164,Client E
P0396,Blockchain Integration,6/18/2024 0:00,3/3/2024 0:00,David,"Alice, Bob",Cancelled,841452,209546,Client E
P0398,Data Warehouse,2/19/2024 0:00,11/10/2022 0:00,David,Bob,Cancelled,679678,498981,Client E
P0402,Blockchain Integration,1/22/2023 0:00,3/14/2024 0:00,David,"David, Eve",Active,248514,693063,Client B
P0406,Cloud Migration,6/17/2022 0:00,6/25/2022 0:00,Frank,"Charlie, Eve",Cancelled,170022,154768,Client E
P0408,IoT Automation,5/28/2023 0:00,11/19/2022 0:00,David,"Frank, Charlie",Cancelled,700424,577811,Client E
P0410,App Development,4/21/2023 0:00,3/10/2024 0:00,David,David,Active,877094,592186,Client A
P0417,IoT Automation,5/26/2024 0:00,10/3/2024 0:00,Charlie,David,Completed,382113,635975,Client D
P0421,AI Software,1/30/2023 0:00,8/23/2024 0:00,Bob,"Bob, Charlie, Frank",Cancelled,287615,873754,Client C
P0422,AI Software,10/25/2023 0:00,11/11/2024 0:00,Alice,Bob,Completed,295881,890867,Client E
P0424,App Development,3/16/2023 0:00,1/13/2024 0:00,Bob,Bob,Completed,280139,478394,Client C
P0425,Blockchain Integration,8/21/2023 0:00,3/16/2024 0:00,Alice,Alice,Completed,638177,222081,Client C
P0432,Blockchain Integration,8/12/2024 0:00,3/26/2024 0:00,Eve,"Alice, David",Active,701740,500975,Client B
P0433,IoT Automation,5/1/2023 0:00,2/7/2023 0:00,Eve,Eve,Completed,584867,667340,Client E
P0440,AI Software,9/17/2023 0:00,3/21/2024 0:00,Bob,Bob,Completed,654584,778462,Client A
P0443,Data Warehouse,9/6/2024 0:00,11/22/2022 0:00,Charlie,"Eve, Charlie",Cancelled,523518,838971,Client E
P0448,IoT Automation,9/16/2022 0:00,10/16/2022 0:00,David,"David, Bob",Active,888142,733888,Client A
P0456,App Development,12/18/2022 0:00,7/2/2022 0:00,Alice,"Frank, Alice, Eve",Cancelled,501156,816479,Client C
P0459,AI Software,8/22/2022 0:00,12/30/2023 0:00,Charlie,"Alice, Frank, David",Cancelled,886758,138989,Client A
P0462,App Development,9/7/2022 0:00,9/13/2022 0:00,Alice,"Frank, Charlie",Completed,571796,357725,Client B
P0463,AI Software,11/15/2023 0:00,7/31/2024 0:00,David,"Frank, Charlie, Bob",Cancelled,928924,761477,Client A
P0466,App Development,10/26/2023 0:00,9/30/2023 0:00,Charlie,Charlie,Completed,249228,632052,Client E
P0469,Blockchain Integration,7/10/2022 0:00,1/9/2024 0:00,Alice,"Eve, Frank, Bob",Completed,518632,420808,Client C
P0474,Data Warehouse,11/19/2022 0:00,3/13/2023 0:00,David,"Alice, David",Cancelled,771112,317313,Client E
P0476,IoT Automation,11/8/2022 0:00,12/20/2023 0:00,Bob,"Charlie, Alice",Completed,467583,455393,Client B
P0486,Blockchain Integration,7/10/2023 0:00,8/19/2022 0:00,Alice,Eve,Cancelled,274006,826267,Client B
P0493,Data Warehouse,4/27/2022 0:00,4/3/2023 0:00,David,David,Cancelled,450267,752573,Client B
P0495,IoT Automation,12/2/2023 0:00,10/28/2024 0:00,Charlie,"Alice, Frank",Completed,442406,106085,Client A
P0496,IoT Automation,3/10/2022 0:00,5/1/2024 0:00,Charlie,Charlie,Active,153389,270479,Client A
P0498,Data Warehouse,5/12/2023 0:00,8/17/2024 0:00,Eve,"David, Eve",Cancelled,559693,548190,Client E
P0499,Blockchain Integration,9/9/2023 0:00,7/24/2022 0:00,Eve,"Frank, Alice",Active,554461,278005,Client B
P0502,Cloud Migration,6/24/2023 0:00,5/31/2024 0:00,Eve,"Bob, Eve, Frank",Active,693861,732529,Client C
P0503,AI Software,2/4/2024 0:00,9/3/2023 0:00,Eve,"Charlie, David",Completed,260778,889335,Client B
P0505,Blockchain Integration,9/10/2022 0:00,10/25/2023 0:00,Eve,Alice,Completed,848967,674695,Client C
P0506,Blockchain Integration,12/28/2022 0:00,5/27/2024 0:00,Frank,"David, Eve, Charlie",Active,857641,612698,Client A
P0507,Cloud Migration,4/8/2024 0:00,5/4/2022 0:00,Frank,"Bob, Frank, David",Completed,250944,576740,Client B
P0512,AI Software,9/2/2024 0:00,1/22/2024 0:00,Bob,Charlie,Active,239399,603327,Client E
P0516,Data Warehouse,1/15/2024 0:00,9/17/2023 0:00,Alice,"Alice, David",Cancelled,695787,379779,Client E
P0520,Data Warehouse,7/31/2023 0:00,10/31/2024 0:00,Frank,Frank,Completed,378404,316121,Client C
P0521,IoT Automation,4/24/2022 0:00,9/11/2022 0:00,Alice,Alice,Completed,925242,88198,Client A
P0524,IoT Automation,7/28/2023 0:00,4/20/2023 0:00,Eve,"David, Bob",Active,617453,449862,Client B
P0526,Data Warehouse,9/21/2023 0:00,10/24/2024 0:00,David,"Bob, Frank",Active,459385,263631,Client B
P0537,Data Warehouse,7/23/2022 0:00,10/27/2022 0:00,Charlie,"Frank, Bob",Active,337186,589685,Client A
P0540,Cloud Migration,8/13/2023 0:00,8/26/2022 0:00,Charlie,"Bob, Eve",Completed,415169,177010,Client E
P0542,App Development,8/7/2023 0:00,7/8/2022 0:00,Eve,"Eve, Alice, Bob",Active,153777,244106,Client D
P0545,App Development,4/19/2024 0:00,12/6/2022 0:00,Alice,"Frank, David, Eve",Completed,255159,454687,Client B
P0546,Blockchain Integration,4/11/2023 0:00,3/25/2023 0:00,Alice,"David, Eve, Alice",Active,985510,447832,Client C
P0549,IoT Automation,7/7/2024 0:00,6/27/2024 0:00,Charlie,"Eve, Bob",Completed,831257,635219,Client A
P0550,Cloud Migration,7/31/2024 0:00,5/11/2024 0:00,David,"Charlie, Eve",Active,480625,759608,Client A
P0551,AI Software,11/20/2023 0:00,8/13/2022 0:00,Frank,Frank,Cancelled,519273,454995,Client C
P0552,App Development,12/14/2022 0:00,7/4/2023 0:00,Eve,"David, Eve",Active,447302,624348,Client E
P0557,IoT Automation,10/17/2022 0:00,11/19/2024 0:00,Alice,"Alice, Charlie, Frank",Cancelled,159667,629896,Client C
P0558,IoT Automation,8/11/2023 0:00,3/2/2023 0:00,Charlie,Charlie,Completed,954653,384836,Client D
P0559,Blockchain Integration,5/3/2024 0:00,7/9/2024 0:00,Frank,Alice,Active,534344,722297,Client B
P0562,AI Software,10/27/2023 0:00,9/20/2024 0:00,Alice,"Frank, Charlie",Cancelled,347130,339788,Client D
P0564,Data Warehouse,9/7/2024 0:00,4/25/2022 0:00,Bob,Bob,Completed,515597,627064,Client B
P0568,AI Software,10/25/2023 0:00,11/3/2023 0:00,David,David,Cancelled,452438,759132,Client B
P0575,Data Warehouse,8/23/2024 0:00,7/10/2023 0:00,Eve,"David, Eve, Charlie",Completed,196799,342497,Client B
P0576,Cloud Migration,8/5/2024 0:00,5/25/2024 0:00,Charlie,Eve,Active,932138,828247,Client D
P0577,IoT Automation,12/3/2022 0:00,4/24/2023 0:00,Eve,Bob,Active,779445,508788,Client E
P0578,Data Warehouse,1/7/2023 0:00,4/13/2022 0:00,Frank,"Eve, Frank",Cancelled,153852,397505,Client A
P0581,Blockchain Integration,5/14/2023 0:00,10/29/2023 0:00,Eve,"Alice, Charlie",Completed,984557,750912,Client B
P0582,Cloud Migration,7/23/2022 0:00,12/15/2022 0:00,Eve,"Frank, Charlie",Completed,818968,331723,Client D
P0587,Blockchain Integration,5/27/2024 0:00,10/17/2024 0:00,Charlie,"Eve, Alice, David",Cancelled,140833,788281,Client B
P0589,App Development,2/6/2023 0:00,8/14/2022 0:00,Alice,Charlie,Completed,744206,51662,Client E
P0591,Cloud Migration,8/12/2022 0:00,8/5/2024 0:00,Eve,Eve,Cancelled,927895,468196,Client D
P0594,Data Warehouse,6/13/2024 0:00,12/28/2023 0:00,David,David,Active,722193,598187,Client C
P0597,Cloud Migration,8/15/2022 0:00,1/3/2023 0:00,Bob,Bob,Completed,245349,490077,Client B
P0600,IoT Automation,10/16/2023 0:00,3/9/2024 0:00,David,"David, Frank, Eve",Completed,913773,645033,Client D
P0601,Data Warehouse,9/24/2023 0:00,11/27/2023 0:00,Bob,"Alice, Charlie, David",Active,200789,474942,Client C
P0602,Cloud Migration,3/20/2023 0:00,8/1/2024 0:00,Eve,"Charlie, David, Bob",Completed,334662,686415,Client C
P0603,Cloud Migration,9/17/2024 0:00,10/1/2024 0:00,Alice,Eve,Completed,133589,66175,Client A
P0604,Cloud Migration,2/9/2023 0:00,10/31/2022 0:00,Charlie,"David, Bob",Cancelled,455108,616163,Client D
P0606,Blockchain Integration,11/25/2022 0:00,7/4/2023 0:00,Charlie,Bob,Active,574489,716138,Client A
P0608,Cloud Migration,10/7/2023 0:00,8/8/2024 0:00,Alice,"Charlie, Alice, Bob",Cancelled,785233,765263,Client E
P0614,App Development,6/2/2024 0:00,1/23/2024 0:00,Charlie,Charlie,Cancelled,262759,647006,Client C
P0621,IoT Automation,2/8/2024 0:00,8/16/2024 0:00,Alice,David,Completed,821132,425921,Client B
P0629,Cloud Migration,3/30/2022 0:00,5/9/2024 0:00,David,"Frank, Alice, David",Active,481901,195961,Client C
P0635,App Development,10/31/2022 0:00,5/7/2023 0:00,Frank,Charlie,Completed,790308,194671,Client B
P0636,Blockchain Integration,7/22/2023 0:00,6/15/2024 0:00,Eve,"Frank, Alice, Bob",Cancelled,921794,453803,Client E
P0640,Cloud Migration,11/10/2022 0:00,2/18/2023 0:00,Alice,"Bob, Eve, Frank",Completed,430079,628211,Client C
P0645,IoT Automation,6/4/2024 0:00,7/24/2024 0:00,Frank,Alice,Active,610545,682457,Client B
P0647,AI Software,8/6/2024 0:00,5/18/2022 0:00,David,Bob,Cancelled,247158,128064,Client C
P0648,Cloud Migration,7/16/2023 0:00,8/18/2024 0:00,David,"David, Alice, Bob",Completed,733257,791482,Client B
P0651,IoT Automation,10/21/2022 0:00,11/7/2023 0:00,Alice,"Frank, Charlie, David",Active,140316,188297,Client D
P0657,AI Software,11/28/2023 0:00,1/6/2023 0:00,Alice,Alice,Completed,311511,198411,Client C
P0660,Cloud Migration,10/25/2022 0:00,3/1/2022 0:00,Alice,Alice,Completed,629511,68939,Client E
P0661,IoT Automation,8/15/2024 0:00,4/1/2024 0:00,Alice,"Charlie, Bob",Active,509668,102199,Client B
P0663,App Development,4/14/2023 0:00,6/3/2023 0:00,Frank,Frank,Completed,741963,788330,Client E
P0664,App Development,12/28/2023 0:00,5/21/2023 0:00,Frank,"David, Charlie, Bob",Completed,907101,479925,Client E
P0669,App Development,10/23/2022 0:00,11/19/2022 0:00,Frank,Frank,Cancelled,578608,577537,Client C
P0672,Cloud Migration,11/3/2022 0:00,12/27/2022 0:00,Bob,Bob,Cancelled,930302,343599,Client A
P0676,Cloud Migration,10/16/2023 0:00,6/1/2024 0:00,Eve,"Frank, David",Completed,430489,772308,Client D
P0686,Cloud Migration,9/24/2024 0:00,8/22/2024 0:00,Alice,"David, Frank",Completed,102359,145909,Client E
P0687,AI Software,10/17/2023 0:00,10/10/2023 0:00,Eve,"David, Eve",Completed,179802,439862,Client A
P0691,Data Warehouse,6/30/2023 0:00,2/20/2023 0:00,Frank,"Frank, Charlie, David",Cancelled,868344,738848,Client A
P0696,Blockchain Integration,4/29/2022 0:00,4/2/2022 0:00,Charlie,Bob,Completed,793411,882511,Client E
P0702,IoT Automation,10/15/2022 0:00,10/24/2023 0:00,Bob,Bob,Cancelled,818362,54827,Client E
P0703,Blockchain Integration,6/18/2023 0:00,4/14/2023 0:00,Alice,"Bob, Alice, Eve",Active,444745,318881,Client D
P0707,Data Warehouse,8/28/2023 0:00,12/10/2022 0:00,Eve,Eve,Completed,277233,795932,Client B
P0710,Cloud Migration,8/6/2024 0:00,9/30/2024 0:00,Bob,"Frank, Bob",Active,314007,645053,Client D
P0714,Cloud Migration,8/6/2024 0:00,1/14/2024 0:00,Alice,Alice,Cancelled,825150,674089,Client A
P0718,App Development,5/10/2023 0:00,7/5/2024 0:00,Alice,Alice,Active,103489,881553,Client A
P0719,Cloud Migration,11/3/2023 0:00,10/20/2022 0:00,David,Frank,Cancelled,169187,198112,Client E
P0721,AI Software,5/5/2022 0:00,11/4/2022 0:00,Bob,"David, Eve",Active,383169,614574,Client E
P0724,Cloud Migration,4/5/2023 0:00,4/29/2022 0:00,Eve,Charlie,Active,903208,87247,Client B
P0725,Cloud Migration,1/4/2023 0:00,10/23/2022 0:00,Frank,Frank,Cancelled,660560,97609,Client E
P0727,IoT Automation,4/17/2024 0:00,8/2/2022 0:00,Frank,Frank,Active,744209,690442,Client A
P0730,App Development,8/4/2023 0:00,6/20/2023 0:00,Charlie,David,Completed,506722,273698,Client B
P0731,Blockchain Integration,5/25/2023 0:00,9/12/2022 0:00,Charlie,Charlie,Cancelled,671793,871739,Client D
P0735,Cloud Migration,6/22/2022 0:00,7/16/2022 0:00,Frank,"Alice, Frank",Active,903716,208737,Client B
P0740,IoT Automation,5/5/2024 0:00,7/30/2022 0:00,Alice,"Alice, Charlie",Cancelled,601943,253168,Client B
P0741,IoT Automation,5/8/2024 0:00,10/10/2023 0:00,Alice,"Charlie, David, Bob",Active,894101,279668,Client A
P0751,App Development,1/4/2024 0:00,10/21/2023 0:00,David,"Alice, Bob, Charlie",Active,788941,517157,Client A
P0753,IoT Automation,8/1/2024 0:00,9/13/2022 0:00,Bob,"Alice, Bob, David",Cancelled,908283,462586,Client A
P0754,AI Software,2/7/2024 0:00,6/26/2022 0:00,Bob,Bob,Completed,437865,699985,Client D
P0755,AI Software,4/2/2024 0:00,4/3/2024 0:00,Eve,Eve,Cancelled,308785,133950,Client E
P0759,Cloud Migration,6/14/2024 0:00,9/26/2022 0:00,Bob,Alice,Active,490633,617114,Client B
P0761,AI Software,12/15/2023 0:00,1/27/2023 0:00,Frank,Frank,Cancelled,107799,94569,Client C
P0768,Data Warehouse,2/22/2023 0:00,11/28/2023 0:00,David,"Bob, Charlie",Completed,861165,866745,Client D
P0772,Data Warehouse,4/28/2024 0:00,8/7/2024 0:00,David,"Eve, David, Bob",Active,427216,894566,Client B
P0774,Cloud Migration,1/20/2023 0:00,3/6/2022 0:00,Charlie,"Bob, Frank, Alice",Cancelled,211751,106605,Client C
P0776,IoT Automation,4/11/2022 0:00,3/22/2023 0:00,Eve,"Frank, Bob",Active,243570,74948,Client D
P0778,AI Software,11/10/2023 0:00,7/15/2023 0:00,Bob,"David, Frank",Cancelled,260470,295165,Client E
P0781,IoT Automation,3/23/2023 0:00,2/10/2024 0:00,David,"David, Alice, Bob",Completed,481456,50681,Client B
P0784,AI Software,5/20/2022 0:00,6/19/2024 0:00,Charlie,Bob,Active,127417,873062,Client E
P0788,AI Software,1/3/2023 0:00,1/13/2023 0:00,Charlie,Charlie,Cancelled,992935,846442,Client B
P0795,AI Software,3/15/2023 0:00,4/14/2023 0:00,Eve,"David, Charlie, Frank",Cancelled,389946,666772,Client C
P0796,App Development,8/21/2023 0:00,12/4/2023 0:00,Bob,Alice,Active,897582,714499,Client A
P0801,Data Warehouse,4/24/2022 0:00,7/8/2022 0:00,Alice,"Frank, David, Charlie",Completed,679198,250553,Client A
P0810,AI Software,7/17/2022 0:00,12/12/2023 0:00,Eve,Frank,Completed,716881,351828,Client E
P0814,App Development,7/14/2023 0:00,12/16/2023 0:00,Frank,Frank,Active,212083,657102,Client B
P0820,AI Software,8/22/2023 0:00,9/8/2024 0:00,David,Eve,Completed,761482,125506,Client D
P0822,IoT Automation,7/3/2023 0:00,6/15/2022 0:00,Eve,Eve,Cancelled,842561,148351,Client B
